"","iyear","imonth","iday","extended","country","region","latitude","longitude","specificity","vicinity","crit1","crit2","crit3","doubtterr","multiple","success","suicide","attacktype1","targtype1","targsubtype1","natlty1","guncertain1","individual","weaptype1","weapsubtype1","nkill","nwound","property","Cluster"
"8216",1990,1,21,0,186,6,9.666399,80.020477,1,0,1,1,0,1,0,1,0,3,4,29,92,0,0,5,2,8,10,1,6
"8217",2009,6,25,0,95,10,33.303566,44.371773,1,0,1,1,1,0,1,1,0,3,21,107,95,0,0,6,17,0,0,1,5
"8218",1988,11,4,0,45,3,9.19974,-73.5433,3,0,1,1,1,0,0,1,0,3,14,73,222,0,0,6,8,0,3,1,7
"8219",1982,3,19,0,83,2,14.622869,-90.529068,1,0,1,1,0,1,0,1,0,2,4,29,83,0,0,5,2,1,1,1,7
"8220",2017,3,7,0,95,10,36.354145,43.14357,1,0,1,1,1,0,0,1,0,3,2,21,95,0,0,6,15,0,0,-9,2
"8221",2013,9,4,0,153,6,24.891115,67.143311,1,0,1,1,0,1,0,1,0,1,4,34,153,0,0,5,5,1,1,1,6
"8222",2011,7,8,0,153,6,28.959845,69.390121,1,0,1,1,1,0,0,1,0,3,21,106,153,0,0,6,17,0,0,1,5
"8223",2010,5,27,0,95,10,36.354145,43.14357,1,0,1,1,1,0,0,0,0,3,14,76,95,0,0,6,17,0,1,1,5
"8224",1986,10,24,0,185,8,43.291618,-1.977903,1,0,1,1,1,0,0,1,0,1,4,34,185,0,0,6,16,3,0,0,6
"8225",2016,2,6,0,147,11,12.332267,6.40013,2,0,1,1,1,0,0,1,0,2,14,75,147,0,0,5,5,12,1,1,5
"8226",2014,1,26,0,95,10,35.45211,44.375465,1,0,1,1,1,0,1,1,0,3,14,67,95,0,0,6,15,0,2,1,5
"8227",2014,12,26,0,92,6,24.798346,93.94043,1,0,0,1,1,1,0,1,0,3,1,7,92,0,0,6,7,0,4,1,6
"8228",1977,7,9,0,209,10,40.98456,37.877604,1,0,1,1,1,0,0,1,0,3,3,25,209,0,0,6,16,0,0,1,6
"8229",1994,6,18,0,6,10,36.35,6.6,1,0,0,1,1,1,0,1,0,1,14,82,6,0,0,5,3,0,1,0,5
"8230",2010,2,20,0,4,6,36.915014,65.0785,3,0,1,1,1,0,0,0,0,3,8,49,4,0,0,6,17,0,0,0,5
"8231",2005,4,6,0,92,6,33.778175,76.576171,4,0,1,1,1,0,0,1,0,7,19,101,92,0,0,5,2,0,0,1,5
"8232",1994,10,7,0,159,3,-9.912628,-75.942562,2,0,1,1,1,0,0,1,0,1,14,75,159,0,0,9,23,8,0,0,7
"8233",1991,5,20,0,209,10,41.106178,28.689863,1,0,1,1,1,0,0,1,0,2,3,25,209,0,0,5,2,2,0,1,6
"8234",1994,5,1,0,6,10,36.35,6.6,1,0,1,1,0,1,0,1,0,2,4,29,6,0,0,5,2,8,0,1,6
"8235",2017,8,13,0,160,5,6.905985,124.496485,1,1,1,1,1,0,0,0,0,3,20,107,160,0,0,6,16,0,0,0,5
"8236",2000,1,15,0,199,8,46.80012,9.83089,1,0,1,1,1,0,0,1,0,3,14,81,199,0,0,6,11,0,0,-9,2
"8237",1996,2,18,0,603,8,51.504387,-0.140041,1,0,1,1,1,0,0,1,0,3,20,107,216,0,0,6,16,1,8,1,5
"8238",2014,1,21,0,182,11,6.774396,47.429031,1,0,1,1,1,0,1,1,0,3,14,67,182,0,0,6,12,3,10,-9,2
"8239",1996,7,22,0,153,6,31.50547,74.34288,1,0,1,1,1,0,0,1,0,3,6,44,153,0,0,6,16,4,68,1,4
"8240",1986,6,14,0,159,3,-11.967368,-76.978462,1,0,1,1,1,0,1,1,0,3,14,79,159,1,0,6,16,0,3,1,7
"8241",2014,2,18,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,14,67,95,0,0,6,15,3,12,-9,2
"8242",1989,8,29,0,45,3,6.242026,-75.564766,1,0,1,1,1,0,1,1,0,3,1,7,45,0,0,6,16,0,0,1,7
"8243",2014,6,30,0,53,8,34.706922,33.023285,1,0,1,1,1,0,0,1,0,3,14,73,53,0,0,6,15,0,0,1,5
"8244",2017,8,15,0,147,11,11.655408,13.412932,1,0,1,1,1,0,1,1,1,3,14,65,147,0,0,6,13,2,41,1,5
"8245",1996,1,23,0,167,9,55.751377,37.579914,1,0,1,1,1,0,0,1,0,1,10,55,167,0,0,5,5,1,0,0,6
"8246",1999,3,14,0,209,10,41.106178,28.689863,1,0,1,1,1,1,0,1,0,3,2,15,209,0,0,8,19,0,0,1,6
"8247",2007,6,12,0,97,10,31.5282,34.596382,1,0,1,1,1,0,0,1,0,3,14,71,97,0,0,6,11,0,0,0,5
"8248",2015,6,4,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,14,67,95,0,0,6,16,1,5,-9,2
"8249",2011,4,8,0,147,11,9.18531,7.178771,1,0,1,1,1,0,0,1,0,3,2,21,147,0,0,6,17,13,12,1,6
"8250",2011,1,27,0,153,6,34.14658,71.743538,1,0,1,1,1,0,0,1,0,3,8,49,153,0,0,6,16,0,0,1,6
"8251",2014,9,7,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,1,6,95,0,0,6,16,0,0,1,6
"8252",2014,2,17,0,182,11,-0.357847,42.54665,1,0,1,1,0,1,0,1,0,1,4,34,182,0,0,5,5,3,0,0,6
"8253",2007,11,18,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,1,1,95,0,0,6,17,0,3,-9,2
"8254",2009,7,23,1,153,6,34.200592,72.048439,1,0,1,1,1,0,0,1,0,3,14,74,153,0,0,6,17,0,0,1,5
"8255",2016,11,13,0,4,6,31.658451,64.329544,1,0,1,1,0,1,0,0,0,1,4,34,4,0,0,6,8,0,4,1,6
"8256",2009,1,24,0,95,10,32.469238,44.416637,1,1,1,1,1,0,0,1,0,2,14,84,95,0,0,5,5,0,0,-9,2
"8257",2016,8,14,0,205,5,6.478826,101.13333,1,0,1,1,1,0,1,1,0,3,1,7,205,0,0,6,17,0,0,1,6
"8258",2016,9,21,0,95,10,33.649971,44.261543,1,0,1,1,1,0,0,1,0,3,17,94,95,0,0,6,16,2,4,0,5
"8259",2012,7,12,0,123,11,12.65,-8,1,0,1,1,1,0,0,1,0,6,10,53,123,0,0,5,5,0,1,1,5
"8260",1990,10,30,0,209,10,41.106178,28.689863,1,0,1,1,1,0,0,1,0,3,3,26,209,0,0,6,16,0,0,1,6
"8261",2011,8,17,0,92,6,24.68818,93.936215,1,1,1,1,1,0,0,0,0,3,2,18,92,0,0,6,17,0,0,0,6
"8262",1990,3,13,0,157,12,-6.158373,155.382212,4,0,1,1,1,0,0,1,0,6,2,15,157,0,0,5,3,0,0,0,6
"8263",2014,4,29,0,214,9,48.581535,39.355545,1,0,1,1,1,0,1,1,0,7,3,22,214,0,0,5,2,0,0,1,6
"8264",1984,11,13,0,43,3,-33.366238,-70.505302,1,0,1,1,1,-9,0,1,0,3,14,73,43,0,0,6,16,0,0,1,3
"8265",1992,12,16,0,45,3,1.14646,-77.00389,1,0,1,1,0,1,0,1,0,2,4,29,45,0,0,5,2,8,0,1,7
"8266",2017,2,28,0,4,6,36.332451,68.763192,3,0,1,1,1,0,0,0,0,9,14,75,4,0,0,13,23,0,0,0,8
"8267",2011,11,7,0,104,11,2.809093,40.927444,1,1,1,1,1,0,0,0,0,2,3,22,104,0,0,5,5,2,0,-9,2
"8268",1984,6,28,0,61,2,15.766786,-89.199161,5,0,1,1,1,0,0,1,0,3,21,107,61,0,0,13,23,136,0,1,4
"8269",1990,9,12,0,183,11,-26.184113,28.033232,1,0,1,1,1,-9,0,1,0,2,14,71,183,0,0,5,2,3,0,1,3
"8270",2008,7,10,0,153,6,33.623889,70.305556,2,0,1,1,1,0,0,1,0,3,14,67,153,0,0,6,8,0,1,0,5
"8271",2011,10,12,0,147,11,11.151905,12.758704,1,0,1,1,1,0,0,1,0,2,1,3,147,1,0,5,5,1,3,-9,2
"8272",2013,6,18,0,4,6,34.070499,70.699944,1,1,1,1,1,0,1,1,0,6,16,90,4,0,0,5,5,0,0,1,5
"8273",2017,5,24,0,205,5,6.254463,101.241044,1,0,1,1,1,0,1,1,0,3,3,24,205,0,0,6,31,0,0,1,6
"8274",2016,11,12,0,95,10,35.393848,43.259404,1,0,1,1,1,0,0,1,0,3,14,76,95,0,0,2,30,3,2,1,5
"8275",1986,8,14,0,110,10,33.888523,35.503513,1,0,1,1,1,0,0,1,0,3,14,69,110,0,0,6,15,20,100,1,4
"8276",2015,10,12,0,95,10,34.023571,44.031361,1,0,1,1,1,0,1,1,0,3,20,107,95,0,0,6,16,0,0,0,5
"8277",1989,6,21,1,110,10,33.888523,35.503513,1,0,1,1,1,0,0,1,0,6,2,15,110,0,0,5,3,0,0,0,6
"8278",2014,6,20,0,182,11,-1.013578,42.030766,1,1,1,1,1,0,0,1,0,3,14,67,182,0,0,6,11,2,0,0,5
"8279",2010,6,12,0,228,10,13.683741,46.081752,4,0,1,1,1,0,0,1,0,2,2,20,228,0,0,5,5,1,0,-9,2
"8280",2009,1,24,0,95,10,32.469238,44.416637,1,1,1,1,1,0,0,1,0,2,14,84,95,0,0,5,5,0,0,-9,2
"8281",2005,7,21,0,603,8,51.504387,-0.140041,1,0,1,1,1,0,1,1,0,3,19,101,216,0,0,6,16,0,0,1,5
"8282",2012,12,3,0,141,6,27.634559,85.523361,1,0,1,1,1,0,0,1,0,3,1,9,141,0,0,6,31,0,0,0,6
"8283",1981,9,1,0,92,6,24.663717,93.906269,4,0,1,1,1,-9,0,1,0,9,2,21,92,0,0,13,21,9,3,1,8
"8284",1999,11,4,0,153,6,31.802201,74.25732,1,0,1,1,1,0,1,1,0,3,17,93,153,0,0,6,16,0,9,-9,2
"8285",1996,4,29,0,130,1,16.738601,-92.633229,1,0,1,1,1,0,0,1,0,5,10,54,130,0,0,13,23,0,0,1,8
"8286",1989,7,18,0,209,10,37.379164,42.350445,3,0,1,1,0,1,0,1,0,2,4,29,209,0,0,5,2,3,0,1,6
"8287",2013,9,8,0,195,11,12.717388,24.900562,1,0,1,1,0,1,0,1,0,4,4,35,195,0,0,13,22,2,0,1,8
"8288",1981,9,18,0,98,8,45.469212,9.174508,1,0,1,1,1,0,0,1,0,1,3,25,98,0,0,5,5,1,0,0,6
"8289",1990,6,27,0,45,3,6.242026,-75.564766,1,0,1,1,1,-9,0,1,0,1,3,25,45,0,0,5,2,2,0,0,3
"8290",2010,8,22,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,1,2,95,0,0,6,17,0,8,1,6
"8291",2007,6,5,0,209,10,38.67364,40.807932,3,0,1,1,1,0,0,1,0,2,4,34,209,0,0,5,4,0,1,-9,2
"8292",2016,4,12,0,153,6,27.76001,67.16785,1,0,1,1,1,0,0,0,0,1,14,68,153,0,0,13,21,0,0,0,5
"8293",2015,5,23,0,182,11,1.888742,44.746636,2,0,1,1,1,0,1,1,0,2,14,75,182,0,0,5,5,2,1,-9,2
"8294",2009,11,11,0,138,5,16.886416,97.632883,1,0,1,1,1,0,0,1,0,2,14,67,138,0,0,5,5,3,2,-9,2
"8295",2002,5,4,0,45,3,4.243193,-75.241121,1,0,1,1,1,0,0,1,0,3,1,112,45,0,0,6,8,2,2,1,7
"8296",1994,12,10,0,159,3,-14.31884,-74.378173,3,0,1,1,1,0,0,1,0,1,14,67,159,1,0,13,23,6,0,0,7
"8297",2013,10,17,0,95,10,36.341501,43.137222,2,0,1,1,1,0,0,1,1,3,14,65,95,0,0,6,15,18,66,1,4
"8298",2017,7,19,1,160,5,7.481878,125.212099,1,0,1,1,1,0,0,1,0,6,3,25,160,0,0,5,2,1,5,0,6
"8299",1994,8,25,0,110,10,33.43407,35.533752,1,0,1,1,1,0,0,1,0,3,17,94,110,0,0,6,11,1,0,1,5
"8300",2015,12,26,0,92,6,23.663527,85.971322,1,0,1,1,1,0,0,0,0,3,19,100,92,0,0,6,16,0,0,0,5
"8301",2015,8,11,0,4,6,33.302067,62.172054,1,0,1,1,1,0,0,1,0,1,14,68,4,0,0,5,5,1,0,0,5
"8302",2012,2,10,0,153,6,34.21381,72.324051,1,0,1,1,1,0,0,1,0,2,3,25,153,0,0,6,7,2,20,1,6
"8303",2013,4,26,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,1,7,95,0,0,6,15,5,21,0,6
"8304",2014,12,30,0,200,10,36.201721,37.14352,1,0,1,1,1,0,0,1,0,3,4,27,200,0,0,6,16,7,0,1,6
"8305",2010,3,24,0,92,6,22.68337,87.99594,1,0,1,1,1,0,0,1,0,6,22,109,92,1,0,5,5,1,0,0,5
"8306",1988,11,12,0,61,2,13.719546,-88.360633,1,0,1,1,0,1,0,1,0,2,4,29,61,0,0,5,2,0,0,1,7
"8307",2015,7,16,0,4,6,34.007712,68.714007,2,0,1,1,1,0,0,1,0,3,14,67,4,0,0,6,16,4,0,0,5
"8308",1987,11,18,0,159,3,-11.967368,-76.978462,1,0,1,1,1,0,1,1,0,3,21,107,159,0,0,6,16,0,0,1,7
"8309",2007,6,9,0,92,6,24.251281,94.301304,1,0,1,1,1,0,0,1,0,2,1,12,92,0,0,5,5,6,6,0,6
"8310",2006,7,17,0,92,6,17.980901,81.438199,1,0,1,1,1,0,0,1,0,2,2,21,92,0,0,9,23,25,11,1,6
"8311",2009,6,3,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,14,67,95,0,0,6,17,0,3,-9,2
"8312",1990,9,20,0,8,11,-5.299405,12.234154,1,1,1,1,1,0,0,1,0,6,1,7,162,0,0,13,23,0,0,0,8
"8313",1988,3,1,0,183,11,-29.791166,30.901771,1,0,1,1,1,0,0,1,0,1,8,50,183,0,0,5,3,1,0,0,6
"8314",1983,11,20,0,61,2,13.777749,-88.567496,1,0,1,1,1,0,0,1,0,2,14,75,61,0,0,5,2,17,14,1,7
"8315",2007,12,9,0,153,6,34.006004,71.53743,1,0,1,1,1,0,0,1,0,3,4,27,153,0,0,6,11,0,0,1,6
"8316",2014,4,28,1,147,11,10.369722,13.374167,2,0,1,1,1,0,0,1,0,6,15,86,147,1,0,6,16,8,0,1,5
"8317",2015,2,18,0,4,6,32.76073,68.393324,3,0,1,1,1,0,0,1,0,3,3,25,4,0,0,6,16,2,0,1,6
"8318",2007,2,1,0,42,11,13.464442,22.197704,1,0,1,1,1,0,0,1,0,2,4,34,42,0,0,5,5,32,70,1,4
"8319",2011,4,14,1,155,10,31.356586,34.327339,4,0,1,1,1,0,0,1,0,6,14,84,98,0,0,13,23,1,0,0,8
"8320",2015,7,13,0,59,3,-2.189834,-79.887707,1,0,1,1,1,0,0,1,0,3,14,84,59,0,0,6,16,0,0,1,7
"8321",2010,8,31,0,4,6,31.631083,65.742226,1,0,1,1,1,0,0,1,0,2,14,67,4,0,0,5,5,1,0,-9,2
"8322",2015,4,21,0,214,9,48.378395,37.63155,1,1,1,1,0,1,0,1,0,3,4,34,214,0,0,6,11,0,0,0,6
"8323",1985,10,15,0,61,2,13.879493,-89.01261,1,0,1,1,0,1,0,1,0,2,4,29,61,0,0,5,2,7,0,1,7
"8324",2017,4,24,0,95,10,33.540672,44.251266,1,0,1,1,1,0,0,1,0,3,14,74,95,0,0,6,16,0,2,-9,2
"8325",2012,5,22,0,11,3,-34.61768,-58.444435,1,0,1,1,1,0,0,0,0,1,2,17,45,0,0,6,12,0,0,0,7
"8326",1997,10,27,0,6,10,35.52832,-0.19369,1,0,1,1,1,-9,0,1,0,2,20,109,6,0,0,5,5,3,0,1,3
"8327",2010,9,24,0,92,6,23.041512,84.544486,1,1,1,0,1,1,0,1,0,2,14,77,92,1,0,5,5,2,0,0,1
"8328",2013,12,3,0,153,6,34.940583,72.427276,1,1,1,1,1,0,0,1,0,2,17,94,153,0,0,5,2,1,0,0,5
"8329",2008,6,16,0,42,11,12.766027,20.466095,1,0,0,1,1,1,1,1,0,9,14,75,42,0,0,13,23,0,0,-9,8
"8330",1988,2,24,0,61,2,13.69288,-89.199161,1,0,1,1,1,0,1,1,0,2,19,99,61,0,0,5,2,0,0,1,7
"8331",2011,6,29,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,2,2,18,95,0,0,5,5,0,1,0,6
"8332",1988,2,17,0,43,3,-35.43058,-71.65762,1,0,1,1,1,0,0,1,0,3,21,107,43,0,0,6,16,0,0,1,7
"8333",1984,7,27,0,159,3,-11.967368,-76.978462,1,0,1,1,1,0,0,1,0,9,3,22,159,0,0,13,23,22,15,1,8
"8334",1983,4,0,0,160,5,6.929089,122.07885,1,0,1,1,1,0,0,1,0,3,14,75,160,0,0,6,16,0,0,0,5
"8335",1991,10,8,0,159,3,-23.716667,120.978666,5,0,1,1,1,0,0,1,0,2,17,94,159,0,0,5,2,8,0,0,5
"8336",2008,5,30,0,182,11,2.760456,46.321079,1,0,1,1,1,0,0,0,0,9,14,75,182,0,0,13,23,0,0,0,8
"8337",2010,5,27,0,153,6,27.809921,66.620956,1,0,1,1,1,0,0,1,0,3,2,15,153,0,0,6,7,0,1,1,6
"8338",2015,5,30,0,4,6,36.896969,65.665857,2,0,1,1,1,0,0,1,0,2,3,22,4,0,0,5,5,2,2,-9,2
"8339",2007,11,23,1,182,11,4.742659,45.203833,2,0,1,1,0,1,0,1,0,2,4,29,182,1,0,5,5,0,2,0,6
"8340",1983,3,30,0,603,8,54.607712,-5.95621,1,0,1,1,0,1,0,1,0,3,4,29,216,0,0,6,16,0,1,1,6
"8341",2005,6,2,0,186,6,8.757816,80.487907,1,0,1,1,1,0,0,1,0,3,16,89,186,0,0,6,7,0,0,1,5
"8342",2011,7,16,0,6,10,36.741667,3.723056,2,0,1,1,1,0,0,1,1,3,13,63,6,1,0,6,15,4,3,1,5
"8343",2014,7,9,0,97,10,31.670149,34.575153,1,0,1,1,1,0,0,0,0,3,20,108,97,0,0,6,11,0,0,0,5
"8344",1992,10,20,0,209,10,38.888447,40.501144,1,1,1,1,1,0,0,1,0,2,19,99,209,0,0,5,2,18,6,1,5
"8345",2017,5,26,0,95,10,36.354145,43.14357,1,0,1,1,1,0,0,1,0,2,14,67,95,0,0,5,5,27,0,0,5
"8346",2007,3,26,0,160,5,12.067318,124.595898,1,0,1,1,1,0,0,1,0,2,3,24,160,1,0,5,5,2,0,0,6
"8347",2016,10,11,1,153,6,26.972136,64.114571,1,0,1,1,1,0,0,1,0,6,2,18,153,0,0,5,5,2,3,0,6
"8348",1980,1,4,0,61,2,13.69288,-89.199161,1,0,1,1,0,1,0,1,0,2,4,27,61,0,0,5,2,4,2,1,7
"8349",2017,6,20,0,200,10,35.951523,39.009563,1,0,1,1,1,0,0,1,0,3,14,67,200,0,0,6,11,2,0,-9,2
"8350",1989,1,16,0,92,6,13.258753,74.774668,1,0,1,1,0,1,0,1,0,3,4,29,92,0,0,6,16,0,2,1,6
"8351",2014,10,14,0,121,5,7.277091,117.458841,1,0,1,1,1,0,0,1,0,2,11,58,121,1,0,5,5,0,2,1,5
"8352",2016,7,23,0,182,11,2.626761,45.029473,3,0,1,1,0,1,0,1,0,3,4,29,422,0,0,6,8,0,0,1,6
"8353",2017,11,9,0,4,6,35.254401,71.531025,2,0,1,1,1,0,0,1,0,3,3,23,4,0,0,6,8,5,0,1,6
"8354",1984,2,2,0,185,8,43.258434,-2.921819,1,0,1,1,1,0,0,1,0,3,19,100,185,0,0,6,16,0,0,1,5
"8355",2012,12,8,0,69,8,41.918891,8.737554,4,0,1,1,1,0,1,1,0,3,14,76,216,0,0,6,16,0,0,1,5
"8356",1981,11,26,0,603,8,54.22641,-7.649053,1,0,1,1,0,1,0,1,0,3,4,36,216,0,0,6,15,0,8,1,6
"8357",2014,7,21,0,214,9,48.04668,37.942146,1,1,1,1,1,0,0,1,0,3,20,108,214,0,0,6,8,0,0,0,5
"8358",2017,6,14,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,14,74,95,0,0,6,16,0,1,-9,2
"8359",2011,9,26,1,147,11,4.742343,7.042911,1,0,1,1,1,0,0,1,0,6,1,5,147,0,0,13,21,0,0,0,8
"8360",2007,11,10,1,153,6,33.915234,71.458679,1,0,1,1,1,0,0,1,0,6,22,109,153,0,0,5,5,0,0,0,5
"8361",2012,9,12,0,153,6,33.91758,71.562035,1,0,1,1,1,0,0,1,0,3,8,49,153,0,0,6,16,0,0,1,6
"8362",2001,8,16,1,93,5,4.527142,97.607574,1,0,1,1,1,0,0,1,0,6,3,25,93,0,0,5,5,0,0,0,6
"8363",2001,4,5,0,92,6,33.778175,76.576171,4,0,1,1,1,0,0,1,0,3,3,22,92,0,0,6,7,0,3,-9,2
"8364",1989,10,20,0,155,10,31.502407,34.459743,1,0,1,0,1,1,0,1,0,1,22,109,155,0,0,9,23,1,0,0,1
"8365",1984,7,18,0,159,3,-25.282773,-69.287753,5,0,1,1,1,0,0,1,0,3,15,86,159,0,0,6,16,0,0,1,7
"8366",1991,9,22,0,69,8,43.2951,-0.370797,1,0,1,1,1,0,0,0,0,3,2,21,69,0,0,6,16,0,0,1,6
"8367",1983,8,30,0,45,3,43.977138,72.571718,5,0,1,1,1,0,0,1,0,1,14,67,45,0,0,13,23,2,0,0,8
"8368",2005,6,18,0,95,10,30.163319,48.379703,2,0,1,1,1,0,0,1,0,2,14,74,95,0,0,5,5,3,0,-9,2
"8369",1994,4,6,0,6,10,31.197586,105.094088,5,0,1,1,1,0,0,1,0,2,3,25,6,0,0,5,2,16,0,1,6
"8370",1995,2,20,0,142,8,51.924216,4.481776,1,0,1,1,1,-9,0,1,0,3,14,71,209,0,0,6,16,1,0,1,3
"8371",1983,11,15,0,83,2,14.622869,-90.529068,1,0,1,1,1,-9,0,1,0,2,3,23,83,0,0,13,23,0,2,1,3
"8372",2012,2,2,0,45,3,3.178149,-76.467272,1,0,1,1,1,0,0,1,0,3,3,22,45,0,0,6,11,6,34,1,7
"8373",2014,11,21,0,92,6,24.238893,87.467827,1,0,1,1,1,0,0,0,0,2,3,23,92,0,0,5,5,0,0,0,6
"8374",2016,11,1,1,45,3,2.206874,-76.497229,1,0,1,1,1,0,0,1,0,6,8,48,45,0,0,5,4,0,0,0,7
"8375",2017,10,31,0,33,11,14.10051,-1.622654,3,0,1,1,1,0,0,1,0,9,4,34,33,0,0,13,23,0,2,0,8
"8376",2017,8,14,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,14,67,95,0,0,6,16,0,3,-9,2
"8377",2015,9,6,0,4,6,32.623615,62.427887,1,0,1,1,1,0,0,1,0,3,20,109,153,0,0,6,16,1,0,0,5
"8378",1988,8,17,0,153,6,29.395681,71.676924,1,0,1,1,1,0,0,1,0,1,4,34,153,0,0,13,23,37,0,0,8
"8379",2011,3,11,0,153,6,34.002579,71.382477,1,0,1,1,1,0,0,1,0,3,8,49,153,0,0,6,16,0,0,1,6
"8380",1991,7,1,0,92,6,26.200605,92.937574,4,0,1,1,1,0,0,1,0,6,1,1,92,0,0,5,3,0,0,0,6
"8381",2004,9,6,0,95,10,33.303566,44.371773,1,0,1,1,1,1,0,1,0,3,4,34,217,0,0,6,16,1,1,-9,2
"8382",2013,12,17,0,160,5,14.67428,121.057495,1,0,1,1,1,0,0,0,0,1,2,15,160,0,0,5,5,0,2,0,6
"8383",2010,6,19,0,92,6,22.804566,86.202875,1,1,1,1,1,0,1,1,0,2,2,18,92,1,0,5,5,0,1,0,6
"8384",1989,8,25,0,186,6,6.941837,79.861687,1,0,1,1,1,0,1,1,0,3,14,79,186,0,0,13,21,0,0,1,8
"8385",2016,5,5,0,209,10,36.71928,37.11557,1,0,1,1,1,0,1,1,0,3,14,75,209,0,0,6,11,0,3,1,5
"8386",1996,12,22,0,155,10,31.530243,35.094162,1,0,1,1,0,1,0,1,0,7,4,27,97,0,0,8,18,0,0,1,8
"8387",2015,11,18,0,19,6,25.751844,88.710896,3,0,1,1,1,0,0,0,0,1,15,85,98,1,0,5,5,0,1,0,5
"8388",2008,6,0,1,6,10,35.316633,4.233336,4,1,1,1,1,0,0,1,0,6,14,77,6,0,0,13,21,3,0,0,8
"8389",1995,3,29,0,209,10,41.106178,28.689863,1,0,1,1,1,-9,0,1,0,7,16,90,209,0,0,8,18,0,0,1,3
"8390",1979,9,7,0,61,2,13.676944,-89.279722,1,0,1,1,1,0,0,1,0,1,8,48,61,0,0,5,5,1,0,0,7
"8391",2015,8,7,0,92,6,25.480142,91.389342,4,0,1,1,1,0,0,1,0,9,1,7,92,0,0,13,22,0,0,1,8
"8392",2017,3,19,0,160,5,6.660501,122.138992,1,0,1,1,1,0,0,1,0,3,1,7,160,0,0,6,16,0,0,1,6
"8393",1997,6,24,0,45,3,6.242026,-75.564766,1,0,1,1,1,0,0,1,0,3,20,109,45,0,0,6,17,0,1,1,7
"8394",2016,4,28,0,92,6,18.795773,80.818817,2,1,1,1,1,0,0,1,0,3,3,23,92,0,0,6,8,1,0,0,6
"8395",1997,3,26,0,159,3,-11.967368,-76.978462,1,0,1,1,1,0,0,1,0,3,20,109,159,0,0,6,9,0,0,1,7
"8396",2013,6,8,0,4,6,34.339607,61.746286,1,0,1,1,1,0,0,1,0,6,14,67,4,0,0,13,23,1,1,1,8
"8397",2015,6,12,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,14,67,95,0,0,6,16,1,6,-9,2
"8398",2017,6,28,0,141,6,27.25269,86.671418,1,0,1,1,1,0,0,0,0,3,2,19,141,0,0,6,16,0,0,0,6
"8399",2011,1,3,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,2,2,18,95,0,0,5,5,2,0,0,6
"8400",1995,6,11,0,186,6,6.941837,79.861687,1,0,1,1,1,-9,0,1,0,3,14,79,186,0,0,6,16,0,0,1,3
"8401",1986,2,4,0,159,3,-11.967368,-76.978462,1,0,1,1,1,0,0,1,0,3,2,15,159,0,0,6,16,0,1,1,7
"8402",1990,1,3,0,603,8,54.755402,-6.606029,1,0,1,1,0,1,0,1,0,1,4,34,233,0,0,6,16,1,0,0,6
"8403",1991,10,9,0,603,8,54.607712,-5.95621,1,0,1,1,1,0,1,1,0,2,3,22,233,0,0,5,2,0,0,1,6
"8404",2016,1,13,0,4,6,34.417122,70.449593,1,0,1,1,1,0,0,1,1,3,7,46,153,0,0,6,13,10,7,1,6
"8405",2016,4,25,0,200,10,36.201721,37.14352,1,0,1,1,1,0,1,1,0,3,14,75,200,0,0,6,11,2,11,1,5
"8406",2016,6,20,1,200,10,36.67394,37.751641,1,0,1,1,1,0,1,1,0,6,14,67,200,0,0,13,23,0,0,0,8
"8407",2011,2,3,0,92,6,24.176033,85.022595,1,0,1,1,1,0,0,1,0,6,1,3,92,0,0,9,23,1,0,0,8
"8408",1983,5,6,0,145,2,10.912396,-83.908752,3,1,1,1,1,0,0,1,0,4,2,21,145,0,0,5,2,3,0,1,7
"8409",1987,9,22,0,145,2,11.701622,-84.330582,3,1,1,1,0,1,0,1,0,2,4,29,145,0,0,5,2,10,0,1,7
"8410",1990,8,16,0,209,10,37.537556,40.887996,1,0,1,1,0,1,0,1,0,2,4,29,209,0,0,5,2,4,0,1,6
"8411",1979,2,19,0,209,10,41.106178,44.416637,5,0,1,1,1,0,0,1,0,3,2,15,209,0,0,6,16,0,0,1,6
"8412",2009,3,13,0,74,7,41.709981,44.792998,1,0,1,1,1,0,0,1,0,3,3,25,74,0,0,6,7,0,0,1,6
"8413",2007,5,1,0,205,5,6.811786,101.184389,3,0,1,1,1,0,0,1,0,2,14,68,205,0,0,9,23,2,0,0,5
"8414",1977,5,11,0,362,8,52.50153,13.401851,1,0,1,1,1,0,0,1,0,2,2,14,75,0,0,8,20,0,0,1,6
