"","iyear","imonth","iday","extended","country","region","latitude","longitude","specificity","vicinity","crit1","crit2","crit3","doubtterr","multiple","success","suicide","attacktype1","targtype1","targsubtype1","natlty1","guncertain1","individual","weaptype1","weapsubtype1","nkill","nwound","property","Cluster"
"203",2016,8,14,0,92,6,27.046794,95.121058,1,0,1,1,0,1,0,1,0,3,4,35,92,1,0,6,16,0,0,0,6
"204",1988,3,15,0,61,2,13.69288,-89.199161,1,0,1,1,1,0,1,1,0,3,16,90,61,0,0,6,16,0,0,1,7
"205",2017,6,24,0,182,11,2.792833,41.014359,1,0,1,1,0,1,0,1,0,1,4,34,182,0,0,5,5,1,0,-9,2
"206",2011,3,6,0,153,6,25.389288,68.357338,1,0,1,1,1,0,0,0,0,1,2,15,153,0,0,13,22,0,0,-9,2
"207",1979,2,20,0,185,8,40.465595,-3.696263,1,0,1,1,1,0,0,1,0,3,2,21,185,0,0,6,16,0,0,1,6
"208",1990,7,0,0,83,2,14.622869,-90.529068,1,0,1,1,1,0,0,1,0,1,2,15,83,0,0,5,2,2,0,0,7
"209",2011,12,14,0,4,6,34.176874,61.700565,4,1,1,1,1,0,0,1,0,3,14,67,4,0,0,6,8,4,0,0,5
"210",2006,5,0,0,153,6,34.80799,71.346588,1,0,1,1,1,1,0,1,0,6,14,67,153,0,0,9,23,1,0,-9,2
"211",1991,11,7,0,222,3,8.302296,-62.714989,1,0,1,1,1,0,0,1,0,7,19,99,222,0,0,8,18,0,0,1,7
"212",2001,4,14,0,92,6,24.7458,84.923213,1,0,1,1,1,0,0,1,0,2,14,67,92,1,0,5,5,13,0,0,5
"213",1987,4,11,0,159,3,-13.531688,-71.966924,1,0,1,1,1,0,0,1,0,1,3,25,159,0,0,5,3,2,0,0,7
"214",2011,3,9,0,95,10,33.74324,44.623825,1,0,1,1,1,0,0,1,0,3,17,94,95,0,0,6,17,1,1,1,5
"215",1987,2,27,0,209,10,37.291152,31.768963,1,0,1,1,1,0,0,1,0,6,14,77,214,0,0,13,22,0,0,0,8
"216",2016,4,27,0,4,6,35.901126,68.56179,3,0,1,1,1,0,0,0,0,9,3,22,4,0,0,13,23,0,0,0,8
"217",1986,6,14,0,159,3,-11.967368,-76.978462,1,0,1,1,1,0,1,1,0,3,14,79,159,1,0,6,16,0,3,1,7
"218",2015,12,24,0,155,10,31.853195,35.231167,1,0,1,1,1,0,0,1,0,8,3,25,97,0,0,10,23,1,1,0,8
"219",1981,7,10,0,61,2,13.69288,-89.199161,1,0,1,1,0,1,0,1,0,1,4,34,61,0,0,5,2,2,0,0,7
"220",2014,5,16,0,95,10,31.990204,44.924595,4,0,1,1,1,0,0,0,0,1,3,25,95,0,0,6,16,0,0,1,6
"221",1990,6,7,0,92,6,31.633078,74.878288,1,1,1,1,1,0,0,0,0,3,19,100,92,0,0,6,16,0,0,1,5
"222",2014,11,12,0,4,6,33.304938,62.157031,3,0,1,1,1,0,0,1,0,3,14,67,4,0,0,6,16,2,1,1,5
"223",2013,10,29,0,603,8,54.607712,-5.95621,1,0,1,1,1,0,0,0,0,3,14,76,233,0,0,6,16,0,0,0,5
"224",2004,3,14,0,97,10,31.821444,34.665169,1,0,1,1,1,0,0,1,1,3,11,60,97,0,0,6,13,12,20,-9,2
"225",1986,2,1,0,43,3,-33.010693,-71.527794,1,0,1,1,1,0,0,1,0,3,1,2,43,1,0,6,16,0,2,1,7
"226",1987,10,21,0,45,3,7.98092,-75.41919,1,0,1,1,1,0,0,1,0,2,14,75,45,0,0,5,2,4,3,1,7
"227",1983,3,16,0,110,10,32.808412,44.62513,5,0,1,1,0,1,0,1,0,3,4,35,97,0,0,6,16,2,0,1,6
"228",1980,11,11,0,83,2,15.319722,-91.47833,1,0,1,1,1,-9,0,1,0,3,14,79,83,0,0,6,16,2,3,1,3
"229",1992,7,26,0,43,3,-33.366238,-70.505302,1,0,1,1,1,0,0,1,0,3,15,86,217,0,0,6,16,0,0,1,7
"230",2015,6,11,0,160,5,11.004984,122.537274,4,0,1,1,1,0,0,1,0,4,1,7,160,0,0,5,5,0,0,1,6
"231",1996,2,26,0,186,6,8.388889,80.582778,2,0,1,1,1,0,0,1,0,6,14,67,186,0,0,13,21,0,0,0,8
"232",2017,2,10,0,153,6,34.733941,71.686376,1,0,1,1,1,0,0,1,0,3,14,73,153,0,0,6,12,1,4,1,5
"233",1984,1,24,0,110,10,33.541351,35.586215,1,0,1,1,0,1,0,1,0,3,4,29,97,0,0,6,16,0,0,1,6
"234",1987,5,24,0,61,2,14.09396,-88.889278,1,0,1,1,0,1,0,1,0,2,4,34,61,0,0,5,2,3,0,1,7
"235",2011,4,2,0,45,3,0.667105,-76.871354,1,1,1,1,1,0,0,1,0,3,21,108,45,1,0,6,28,0,0,1,5
"236",1988,2,29,0,101,4,35.689125,139.747742,1,0,1,1,1,-9,0,1,0,2,19,105,101,0,0,8,18,0,0,1,3
"237",1979,2,18,0,145,2,11.846315,-84.779857,5,0,1,1,0,1,0,1,0,2,4,27,145,0,0,5,2,0,0,1,7
"238",1997,8,14,0,45,3,39.795157,9.991586,5,0,1,1,1,-9,0,1,0,1,14,67,45,0,0,5,5,2,0,0,3
"239",1980,6,9,0,61,2,13.491242,-88.173134,1,0,0,1,1,1,0,1,0,2,14,67,61,0,0,5,3,2,0,0,7
"240",2003,5,2,0,160,5,6.952762,124.448538,1,0,1,1,1,0,0,1,0,7,16,93,160,1,0,8,20,0,0,1,5
"241",1981,5,15,0,98,8,41.890961,12.490069,1,0,1,1,1,0,0,1,0,3,6,43,97,0,0,6,16,0,0,1,6
"242",2003,11,18,0,6,10,35.936077,6.74758,1,0,1,1,1,0,0,1,0,2,3,25,6,1,0,5,5,1,0,0,6
"243",1987,8,30,0,155,10,31.995965,35.27111,4,0,1,1,1,-9,0,1,0,2,3,25,97,0,0,8,18,0,0,1,3
"244",2011,4,21,0,153,6,25.908,69.405063,3,0,1,0,1,1,0,1,0,2,17,93,153,0,0,5,5,3,0,0,1
"245",2014,12,8,0,214,9,50.009468,36.252759,1,0,1,1,1,0,0,1,0,3,14,80,214,0,0,6,16,0,0,1,5
"246",1989,5,27,0,45,3,9.337295,-73.653621,4,0,1,1,1,0,0,1,0,3,21,108,45,0,0,6,16,0,0,1,7
"247",2017,10,10,0,160,5,17.415977,121.4413,1,0,1,1,1,0,0,1,0,7,1,12,160,0,0,8,18,0,0,1,8
"248",2016,7,23,0,4,6,36.079561,64.905955,4,0,1,1,0,1,0,0,0,2,4,27,4,0,0,5,5,11,12,0,6
"249",1987,6,23,0,92,6,31.513241,75.983333,1,1,1,1,1,-9,0,1,0,1,3,25,92,0,0,5,3,1,0,0,3
"250",2016,3,2,0,60,10,31.212225,34.117065,1,1,1,1,0,1,0,1,0,3,4,29,60,0,0,6,16,3,1,0,6
"251",2014,12,5,0,60,10,31.126646,33.800865,1,0,1,1,1,0,0,1,0,3,3,25,60,0,0,6,16,0,5,1,6
"252",1996,5,13,0,34,11,-2.889815,29.121514,1,0,1,1,1,0,0,1,0,1,2,15,34,0,0,13,23,1,0,0,8
"253",1987,7,17,0,159,3,-11.967368,-76.978462,1,0,1,1,1,0,0,1,0,3,14,73,159,1,0,6,16,1,0,1,7
"254",2015,8,12,0,153,6,34.399819,72.627489,3,0,1,1,1,0,0,1,0,2,19,99,153,0,0,5,5,6,5,-9,2
"255",2009,2,10,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,14,67,95,0,0,6,11,0,4,1,5
"256",2015,11,5,0,182,11,2.349308,42.280334,1,0,1,1,1,0,0,1,0,3,2,18,182,0,0,6,7,0,0,1,6
"257",1986,6,14,0,159,3,-11.967368,-76.978462,1,0,1,1,1,0,1,1,0,3,14,79,159,1,0,6,16,0,3,1,7
"258",1972,5,19,0,603,8,54.607712,-5.95621,1,0,1,1,1,0,0,1,0,1,14,69,233,0,0,5,4,1,0,0,5
"259",1986,4,8,0,97,10,31.771599,35.2034,1,0,1,1,1,0,0,1,0,2,19,99,97,0,0,8,19,0,10,1,5
"260",1984,2,9,0,110,10,33.266151,35.214058,1,0,1,1,0,1,0,1,0,3,4,29,97,0,0,6,16,0,0,1,6
"261",1984,2,7,0,155,10,32.222271,35.253506,1,0,1,1,1,0,0,1,0,1,2,15,97,0,0,5,2,1,0,0,6
"262",1984,10,4,0,43,3,-33.366238,-70.505302,1,0,1,1,1,-9,1,1,0,3,1,7,43,0,0,6,16,0,2,1,3
"263",1980,12,12,0,159,3,-12.068306,-75.210163,1,0,1,1,1,0,0,1,0,3,21,107,159,0,0,6,16,0,0,1,7
"264",1983,1,13,0,159,3,-12.787148,-74.973207,3,0,1,1,1,0,0,1,0,7,1,9,159,0,0,5,2,0,0,1,7
"265",2007,4,17,0,186,6,7.733107,81.68882,1,0,1,1,1,0,0,1,0,2,14,67,186,1,0,5,5,2,0,0,5
"266",2012,1,13,0,95,10,35.418424,44.193166,1,0,1,1,1,0,0,1,0,3,3,25,95,0,0,6,16,0,1,1,6
"267",1980,7,21,0,200,10,36.201721,37.14352,1,0,1,1,1,0,0,1,0,3,1,7,200,0,0,6,16,11,17,1,6
"268",2009,11,22,0,6,10,36.72544,3.55665,1,0,1,1,1,0,0,1,0,3,14,67,6,0,0,6,12,0,2,0,5
"269",1988,9,11,0,92,6,28.690073,77.213982,1,0,1,1,1,0,0,0,0,3,19,99,92,0,0,6,16,0,0,1,5
"270",2010,9,19,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,14,67,95,0,0,6,17,0,3,1,5
"271",2015,5,22,0,147,11,10.874529,13.455988,1,0,1,1,1,0,0,1,0,2,14,67,147,0,0,9,23,10,0,0,5
"272",2016,9,12,0,92,6,14.442599,79.986456,1,0,1,1,1,0,0,1,0,3,2,14,92,0,0,6,14,0,0,0,6
"273",1973,6,21,0,603,8,54.607712,-5.95621,1,0,1,1,1,0,0,1,0,1,14,69,233,0,0,5,5,1,1,0,5
"274",2017,10,12,0,4,6,48.66781,42.623253,5,0,1,1,0,1,0,1,0,3,4,37,422,0,0,6,11,0,1,0,6
"275",1997,10,16,0,202,7,38.552185,68.767441,1,0,1,1,1,0,0,1,0,2,3,22,202,0,0,5,5,18,0,1,6
"276",1990,4,5,0,160,5,14.596051,120.978666,1,0,1,1,1,0,0,1,0,1,3,25,160,0,0,5,3,1,1,0,6
"277",1992,11,16,0,97,10,31.771599,35.2034,1,0,1,1,1,-9,0,1,0,8,18,96,97,0,0,9,21,0,6,1,3
"278",2017,7,23,0,1004,11,9.114662,29.659798,2,0,1,1,1,0,1,0,0,9,17,94,1004,0,0,13,23,0,0,0,8
"279",2003,10,10,1,45,3,4.2045,-75.79185,1,0,1,1,1,0,0,1,0,6,14,84,45,1,0,5,5,2,0,0,7
"280",2014,7,14,0,147,11,9.156887,9.736871,2,0,1,1,1,0,0,1,0,2,14,75,147,0,0,5,5,11,0,1,5
"281",2017,10,11,0,147,11,11.840929,13.141459,1,0,1,1,1,0,1,1,1,3,20,107,147,1,0,6,13,1,0,0,5
"282",2016,11,23,0,182,11,2.71581,44.511845,1,0,1,1,0,1,0,1,0,3,4,27,422,0,0,6,11,0,0,1,6
"283",2000,2,25,0,6,10,35.947979,2.114687,1,0,1,1,1,0,0,1,0,3,14,80,6,0,0,6,16,1,0,-9,2
"284",2005,4,5,0,95,10,33.303566,44.371773,1,0,1,1,1,1,0,1,0,2,4,34,95,0,0,5,5,0,0,0,6
"285",2017,5,23,0,205,5,6.337574,101.263716,2,0,1,1,0,1,0,1,0,3,4,29,205,0,0,6,12,2,0,1,6
"286",1986,3,15,0,160,5,9.1082,124.7051,1,0,1,1,1,0,0,1,0,9,21,107,160,0,0,13,23,12,0,1,8
"287",2002,5,7,0,97,10,31.970541,34.791725,1,0,1,1,1,0,0,1,1,3,1,11,97,1,0,6,13,15,58,1,4
"288",1988,2,1,0,92,6,22.816345,88.2236,1,0,1,1,1,0,0,1,0,2,14,74,92,0,0,5,2,2,0,1,5
"289",2000,1,18,0,160,5,7.083241,125.600998,1,0,1,1,1,1,0,1,0,3,1,8,160,1,0,6,17,0,0,1,6
"290",2012,6,10,0,205,5,6.6175,101.425833,3,0,1,1,1,0,0,1,0,1,2,15,205,0,0,5,2,2,0,0,6
"291",2006,6,12,0,4,6,33.598633,69.228996,1,0,1,1,1,0,0,1,0,3,14,69,4,0,0,6,16,2,9,0,5
"292",2015,11,7,0,95,10,33.489536,43.22139,1,0,1,1,1,0,0,0,0,3,20,107,95,0,0,6,15,0,0,0,5
"293",2013,12,10,0,167,9,43.566667,43.583333,1,0,1,1,1,0,0,1,0,2,3,26,167,0,0,5,5,2,1,0,6
"294",2016,7,21,0,113,10,31.197586,16.586681,1,0,1,1,1,0,0,1,0,3,17,94,113,0,0,6,8,1,0,0,5
"295",2014,3,5,0,147,11,8.596534,9.769788,2,0,1,1,1,1,1,1,0,2,14,75,147,0,0,5,5,3,0,1,5
"296",1985,9,13,0,159,3,-11.967368,-76.978462,1,0,1,1,1,0,0,1,0,1,3,25,159,0,0,5,3,2,0,0,7
"297",1982,5,18,0,83,2,15.487222,-91.034722,1,0,1,1,1,0,0,1,0,2,17,94,83,0,0,5,2,7,0,1,7
"298",1980,1,29,0,69,8,48.856644,2.34233,1,0,1,1,1,0,0,1,0,3,7,46,200,0,0,6,16,1,8,1,6
"299",2008,10,19,0,167,9,43.299012,44.898869,1,0,1,1,1,0,0,1,0,2,3,22,167,0,0,5,5,0,0,-9,2
"300",2012,8,16,0,95,10,33.457222,44.086389,1,0,1,1,1,0,1,1,0,2,3,24,95,0,0,5,5,4,3,0,6
"301",2014,7,4,0,95,10,31.98958,44.923775,1,1,1,1,1,0,1,1,0,2,3,24,95,0,0,5,5,0,1,0,6
"302",2013,9,28,0,4,6,34.176874,61.700565,4,0,1,1,1,0,0,0,0,1,3,25,4,0,0,6,16,0,6,1,6
"303",1992,6,7,0,603,8,53.883083,-1.263949,1,0,1,1,1,0,0,1,0,1,3,25,216,1,0,5,2,2,0,0,6
"304",1991,6,9,0,61,2,13.616667,-88.766667,1,0,1,1,0,1,0,1,0,2,4,29,61,0,0,5,2,0,2,1,7
"305",1995,4,3,1,110,10,33.474535,35.359255,4,0,1,1,0,1,0,1,0,3,4,29,97,0,0,6,16,0,1,1,6
"306",1981,6,3,0,199,8,47.36865,8.539182,1,0,1,1,1,-9,0,1,0,7,6,43,75,0,0,8,18,0,0,1,3
"307",2015,3,25,0,214,9,47.098835,37.81987,1,0,1,1,1,0,0,1,0,2,14,75,214,0,0,6,11,1,0,0,5
"308",2013,1,26,0,4,6,31.631083,65.742226,1,0,1,1,1,0,0,0,0,3,14,75,4,0,0,6,16,0,0,0,5
"309",2015,1,21,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,1,7,95,0,0,6,16,2,9,-9,2
"310",2010,10,7,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,14,67,95,0,0,6,29,0,3,1,5
"311",1992,7,21,0,159,3,-11.967368,-76.978462,1,0,1,1,1,0,0,1,0,3,19,103,159,0,0,6,16,0,0,1,7
"312",2015,1,27,0,60,10,29.066127,31.099384,4,0,1,1,1,0,1,0,0,3,20,108,60,0,0,6,16,0,0,0,5
"313",2012,4,9,0,153,6,30.200819,66.994354,1,0,1,1,1,0,0,1,0,2,14,67,153,0,0,5,2,6,3,1,5
"314",2010,5,1,0,153,6,31.50547,74.34288,1,0,1,1,1,0,0,1,0,3,1,4,153,0,0,6,17,0,7,1,6
"315",1989,6,21,0,155,10,32.222271,35.253506,1,0,1,1,1,0,0,1,0,1,14,67,155,0,0,5,3,1,0,0,5
"316",1980,3,6,0,94,10,30.903063,48.505725,4,0,1,1,1,0,0,1,0,3,21,108,94,0,0,6,16,0,0,1,5
"317",2014,7,13,0,4,6,34.94025,69.254974,3,0,1,1,0,1,0,1,0,2,4,37,422,0,0,6,11,0,1,1,6
"318",2016,8,12,0,205,5,7.897977,98.296155,1,0,1,1,1,0,1,1,0,3,14,79,205,0,0,6,14,0,0,0,5
"319",1978,12,5,0,43,3,-33.366238,-70.505302,1,0,1,1,0,1,0,1,0,3,4,34,43,0,0,6,16,0,0,1,7
"320",2016,4,4,0,200,10,35.333061,40.138737,1,0,1,1,1,0,1,1,0,3,14,75,200,0,0,6,11,3,9,-9,2
"321",2009,1,11,0,45,3,7.946283,-72.898807,4,0,1,1,1,0,0,1,0,7,21,108,45,1,0,8,18,0,0,1,5
"322",1991,9,15,0,83,2,14.630728,-90.607637,1,0,1,1,1,0,0,1,0,3,14,73,83,0,0,6,16,0,0,1,7
"323",2002,8,19,1,45,3,5.252803,-76.825965,4,0,1,1,1,0,0,1,0,6,18,97,45,0,0,13,23,1,0,0,8
"324",1988,4,26,0,110,10,33.888523,35.503513,1,0,1,1,1,-9,0,1,0,3,1,7,110,0,0,6,16,1,7,1,3
"325",2009,9,18,0,92,6,24.644924,93.99929,1,0,1,1,1,0,0,1,0,7,8,49,92,0,0,8,18,0,0,1,8
"326",1990,4,3,0,45,3,6.242026,-75.564766,1,0,1,1,1,-9,1,1,0,1,3,25,45,0,0,5,3,1,0,0,3
"327",2010,4,9,0,95,10,36.354145,43.14357,1,0,1,1,1,0,0,1,0,2,3,25,95,0,0,5,5,2,0,-9,2
"328",2008,4,15,0,95,10,30.510054,47.778095,1,1,1,1,1,0,0,1,0,2,14,77,95,1,0,5,5,0,1,0,5
"329",2012,1,9,0,147,11,11.833333,13.15,2,0,1,1,1,0,0,1,0,2,14,67,147,0,0,5,5,2,3,1,5
"330",1986,11,15,0,217,1,43.006844,-75.047006,4,0,1,1,1,-9,0,1,0,7,20,108,217,0,0,8,18,0,0,1,3
"331",1979,11,19,0,209,10,41.106178,28.689863,1,0,1,1,1,0,0,1,0,1,10,53,209,1,0,5,5,1,0,0,6
"332",2016,7,23,0,60,10,31.126646,33.800865,1,0,1,1,0,1,0,1,0,3,4,34,60,0,0,6,16,0,1,1,6
"333",2015,7,9,0,4,6,36.705776,68.87706,1,0,1,1,1,0,0,1,0,3,3,25,4,0,0,6,8,1,1,1,6
"334",2006,10,4,0,95,10,36.354145,43.14357,1,0,1,1,0,1,0,1,0,2,4,29,209,0,0,5,3,2,1,-9,2
"335",2017,5,9,0,205,5,6.801624,101.151928,3,0,1,1,1,0,1,1,0,4,14,68,205,0,0,13,22,1,0,1,8
"336",1986,5,30,0,92,6,31.633078,74.878288,1,0,1,1,1,-9,0,1,0,2,15,86,92,0,0,5,5,2,7,1,3
"337",2013,10,29,0,92,6,24.798346,93.94043,1,0,1,1,1,0,0,1,0,3,14,74,92,0,0,6,12,0,5,-9,2
"338",2014,2,3,0,153,6,28.54439,68.218002,1,0,1,1,1,0,0,1,0,3,21,106,153,0,0,6,16,0,0,1,5
"339",2017,7,15,1,123,11,17.001615,-1.662203,1,0,1,1,1,0,0,1,0,6,4,34,123,0,0,5,5,0,0,0,6
"340",2008,6,12,0,45,3,4.667128,-74.106056,1,0,1,1,1,0,0,1,0,3,1,7,45,1,0,6,17,0,0,1,7
"341",2002,1,31,0,8,11,-5.393445,18.969722,5,0,1,1,1,1,0,1,0,2,4,34,8,1,0,5,5,21,22,-9,2
"342",2014,6,28,0,113,10,32.069286,20.151144,1,0,1,1,1,0,0,1,0,3,2,18,113,0,0,6,7,0,0,-9,2
"343",2014,8,8,0,45,3,3.429344,-76.516037,1,0,1,1,1,0,0,0,0,3,4,27,45,0,0,6,12,0,0,0,7
"344",2015,3,14,0,160,5,9.209105,126.176575,1,1,1,1,1,0,0,1,0,2,3,23,160,0,0,5,5,0,1,1,6
"345",2016,12,18,0,95,10,33.332394,43.712822,1,0,1,1,1,0,0,1,0,3,14,67,95,0,0,6,15,2,5,-9,2
"346",1996,10,3,0,217,1,34.698905,-118.144779,1,0,1,1,1,1,0,1,0,3,1,2,217,0,0,6,16,0,1,1,7
"347",2015,8,31,0,214,9,50.447154,30.53728,1,0,1,1,1,0,0,1,0,2,4,34,214,0,0,6,7,3,140,0,4
"348",2006,1,19,0,95,10,33.303566,44.371773,1,0,1,1,1,0,1,1,0,3,1,7,95,0,0,6,16,7,5,1,6
"349",2015,3,1,0,95,10,33.19392,44.408577,1,0,1,1,1,0,0,1,0,3,17,94,95,0,0,6,16,3,6,0,5
"350",1991,11,19,0,50,9,45.343333,18.999722,1,0,1,1,1,0,0,1,0,2,8,49,235,0,0,5,2,41,0,0,6
"351",1996,3,17,0,186,6,7.71667,81.700192,3,0,1,1,1,0,0,1,0,3,20,106,186,0,0,6,16,1,1,1,5
"352",2017,2,26,0,6,10,36.368943,6.619856,1,0,1,1,1,0,0,1,1,3,3,22,6,0,0,6,13,1,3,-9,2
"353",1990,6,9,0,183,11,-27.982989,26.719899,1,0,1,1,1,-9,0,1,0,3,14,82,183,0,0,6,16,0,0,1,3
"354",2016,6,23,0,95,10,33.74324,44.623825,1,0,1,1,1,0,1,1,0,3,21,107,95,0,0,6,16,0,0,1,5
"355",2017,8,27,0,95,10,36.370963,42.529426,3,0,1,1,1,0,1,0,0,3,20,107,95,0,0,6,17,0,0,0,5
"356",2015,3,17,0,4,6,34.47524,70.53228,2,0,1,1,1,0,0,1,0,3,14,73,4,0,0,6,8,0,4,1,5
"357",1989,1,17,0,61,2,14.15695,-89.011475,1,0,1,1,1,0,0,1,0,2,14,75,61,0,0,5,2,0,0,1,7
"358",2016,7,9,0,4,6,33.598633,69.228996,1,0,1,1,1,0,0,1,0,2,3,25,4,0,0,5,5,2,0,-9,2
"359",2017,11,23,0,92,6,23.686641,84.543576,2,0,1,1,1,0,0,1,0,3,1,12,92,1,0,6,16,0,0,1,6
"360",2012,10,19,0,153,6,33.006516,70.068253,1,0,1,1,0,1,0,1,0,2,4,36,153,0,0,5,5,3,2,0,6
"361",1986,4,14,0,45,3,2.95485,-76.26825,1,0,1,1,1,0,0,1,0,2,3,25,45,0,0,5,2,0,0,1,7
"362",1997,6,12,0,45,3,6.242026,-75.564766,1,0,1,1,1,-9,0,1,0,2,14,67,45,0,0,5,5,6,0,0,3
"363",1985,12,31,0,217,1,41.67086,-83.543846,1,0,1,1,1,0,0,1,0,7,5,40,217,0,0,8,18,0,0,1,7
"364",2012,4,17,0,4,6,36.474539,66.951146,2,0,1,1,0,1,0,1,0,3,4,37,422,0,0,6,8,0,1,1,6
"365",2009,6,22,0,153,6,34.733517,71.519661,1,0,1,1,1,0,0,1,0,3,8,49,153,0,0,6,17,0,0,1,6
"366",2015,6,6,0,160,5,6.537964,121.890414,3,0,1,1,1,0,1,1,0,3,9,52,160,0,0,6,16,0,0,1,5
"367",2013,12,29,0,97,10,33.208781,35.571337,1,0,1,1,1,0,0,1,0,3,14,75,97,0,0,6,11,0,0,0,5
"368",1998,7,28,0,603,8,54.42071,-6.443767,1,0,1,1,1,0,1,1,0,3,1,7,233,0,0,6,14,0,0,1,6
"369",1987,3,15,0,159,3,-12.068306,-75.210163,1,0,1,1,1,0,1,1,0,3,2,14,159,0,0,6,16,0,0,1,7
"370",2002,5,11,0,44,4,24.479836,118.08942,1,0,1,1,1,1,0,0,0,4,6,42,44,0,0,9,23,0,0,0,8
"371",2017,7,28,0,603,8,54.967388,-5.960228,1,0,1,1,1,0,0,1,0,7,14,73,233,0,0,8,18,0,0,1,5
"372",1991,6,5,0,197,11,-26.328746,31.143897,1,0,1,1,1,0,0,1,0,2,14,73,197,0,0,5,2,0,0,1,5
"373",2017,2,5,0,228,10,13.879274,45.869519,2,0,1,1,0,1,0,1,0,1,4,34,228,0,0,5,5,1,0,0,6
"374",2011,3,12,0,153,6,28.458421,68.133223,1,0,1,1,1,0,0,1,0,3,1,5,153,0,0,6,17,0,4,1,6
"375",1997,10,19,0,146,11,15.620232,7.894257,1,0,1,1,1,0,0,1,0,2,14,75,146,0,0,5,5,27,0,1,5
"376",1975,2,11,0,603,8,54.542956,-6.926293,1,0,1,1,1,0,0,1,0,1,1,11,233,0,0,5,5,1,2,0,6
"377",2014,12,4,0,147,11,11.582198,13.003731,2,0,1,1,1,0,1,1,0,2,1,5,147,0,0,5,5,0,0,1,6
"378",2005,4,9,0,95,10,32.604393,44.007145,1,0,1,1,1,0,0,1,0,1,15,85,95,0,0,5,5,1,2,0,5
"379",2014,7,26,0,113,10,32.069286,20.151144,1,0,1,1,0,1,0,1,0,2,4,34,113,0,0,5,5,1,0,0,6
"380",1977,3,30,0,78,8,37.99749,23.762728,1,0,1,1,1,-9,1,1,0,2,14,73,217,0,0,8,18,0,0,1,3
"381",2008,11,4,1,229,11,-1.15011,29.426639,1,0,0,1,1,1,0,1,0,6,10,53,21,1,0,13,23,0,0,0,8
"382",2015,10,21,0,95,10,33.864799,42.536385,1,0,1,1,1,0,0,0,0,1,10,53,95,0,0,5,5,0,3,0,5
"383",2016,12,9,0,160,5,10.728566,124.008363,1,0,1,1,1,0,0,1,0,1,2,15,160,0,0,5,5,1,0,0,6
"384",1999,7,4,0,217,1,39.164021,-86.509869,1,0,1,1,1,1,1,1,0,2,14,71,217,0,0,5,3,2,0,0,7
"385",2013,11,26,0,4,6,34.691945,70.143371,4,0,1,1,1,0,0,1,0,2,3,24,4,0,0,5,5,2,4,0,6
"386",2010,2,12,0,95,10,33.716995,44.679516,1,0,1,1,1,0,0,1,0,3,14,67,95,0,0,6,29,3,0,1,5
"387",1984,8,8,0,92,6,31.147131,75.341218,4,0,1,1,1,0,0,1,0,1,14,67,92,0,0,5,5,1,0,0,5
"388",2017,10,31,1,4,6,30.81984,64.177316,3,0,1,1,1,0,0,1,0,6,14,113,4,0,0,5,5,1,0,0,5
"389",1988,11,1,0,61,2,13.69288,-89.199161,1,0,1,1,0,1,0,1,0,3,4,27,61,0,0,5,2,6,29,1,7
"390",1990,2,2,0,45,3,4.21557,-73.81502,1,0,1,1,1,-9,0,1,0,1,14,67,45,0,0,5,2,7,0,0,3
"391",2014,5,10,0,4,6,34.104772,64.895318,4,0,1,1,0,1,0,1,0,3,4,34,4,0,0,6,16,1,2,0,6
"392",1985,8,9,0,83,2,15.487222,-91.034722,1,0,1,1,0,1,0,1,0,2,4,29,83,0,0,5,2,9,0,1,7
"393",2014,4,24,0,92,6,23.833807,84.782531,1,1,1,1,1,0,0,1,0,7,1,5,92,0,0,8,18,0,0,1,8
"394",2014,12,8,0,95,10,33.07835,44.254719,1,1,1,1,1,0,0,1,0,3,14,69,95,0,0,6,16,2,8,0,5
"395",2013,6,24,0,95,10,34.621521,43.668377,1,0,1,1,0,1,0,1,1,1,4,34,95,1,0,6,13,2,2,0,6
"396",1988,5,8,0,159,3,-13.752746,-74.066323,3,0,1,1,1,0,0,1,0,1,2,15,159,0,0,5,2,1,0,0,7
"397",1994,6,8,0,168,11,-1.949011,30.057852,1,1,1,1,1,0,0,1,0,1,15,85,168,0,0,5,2,13,0,0,5
"398",2015,5,24,0,147,11,7.509183,9.351619,2,0,1,1,1,0,1,1,0,2,14,75,147,0,0,5,5,18,6,1,5
"399",2015,8,3,0,214,9,50.429741,30.44365,1,0,1,1,1,0,0,1,0,3,1,3,167,0,0,6,16,0,0,1,6
"400",2016,5,9,0,113,10,31.448914,15.256008,1,0,1,1,1,0,0,1,0,7,1,3,113,0,0,13,22,0,0,1,8
"401",1994,9,27,0,209,10,41.106178,28.689863,1,0,1,1,1,0,0,1,0,1,2,15,209,0,0,13,23,1,0,0,8
"402",2006,1,30,0,95,10,33.953167,44.921906,1,0,1,1,1,0,0,1,0,2,14,69,95,0,0,5,5,3,0,-9,2
"403",1978,10,4,0,185,8,43.258434,-2.921819,1,0,1,1,0,1,0,1,0,1,4,27,185,0,0,5,3,1,0,0,6
"404",2016,2,20,0,182,11,1.114228,44.028706,1,0,1,1,1,0,0,0,0,1,2,18,182,0,0,6,16,0,1,-9,2
